id_run,model_name,model_def,variable,type,element,dims,level
1,bw_all_vars,bw_all_vars,avg_salary,parameter,intercept,industry,1
1,bw_all_vars,bw_all_vars,elementary_edu,parameter,slope,industry,1
1,bw_all_vars,bw_all_vars,highschool_edu,parameter,slope,industry,1
1,bw_all_vars,bw_all_vars,postsec_edu,parameter,slope,industry,1
1,bw_all_vars,bw_all_vars,undergrad_edu,parameter,slope,industry,1
1,bw_all_vars,bw_all_vars,graduate_edu,parameter,slope,industry,1
1,bw_all_vars,bw_all_vars,grad_highschool_refyear,parameter,slope,industry,1
1,bw_all_vars,bw_all_vars,grad_college_refyear,parameter,slope,industry,1
1,bw_all_vars,bw_all_vars,grad_univ_refyear,parameter,slope,industry,1
1,bw_all_vars,bw_all_vars,student_status,parameter,slope,industry,1
1,bw_all_vars,bw_all_vars,public_sector,parameter,slope,industry,1
1,bw_all_vars,bw_all_vars,self_emp,parameter,slope,industry,1
1,bw_all_vars,bw_all_vars,union,parameter,slope,industry,1
1,bw_all_vars,bw_all_vars,part_time,parameter,slope,industry,1
1,bw_all_vars,bw_all_vars,exp,parameter,slope,industry,1
1,bw_all_vars,bw_all_vars,tenure,parameter,slope,industry,1
1,bw_all_vars,bw_all_vars,sex,parameter,slope,industry,1
1,bw_all_vars,bw_all_vars,age,parameter,slope,industry,1
1,bw_all_vars,bw_all_vars,firm_size,parameter,slope,industry,1
1,bw_all_vars,bw_all_vars,loc_size,parameter,slope,industry,1
1,bw_all_vars,bw_all_vars,salary,target,target,obs,
1,bw_all_vars,bw_all_vars,industry,dimension,dimension,industry,
